date,consumption,wind,solar,wind_solar
7/21/2008,1334.297,,,
7/22/2008,1334.409,,,
7/23/2008,1326.747,,,
7/24/2008,1324.874,,,
7/25/2008,1314.228,,,
7/26/2008,1142.574,,,
7/27/2008,1039.321,,,
7/28/2008,1330.953,,,
7/29/2008,1359.079,,,
7/30/2008,1350.439,,,
7/31/2008,1350.253,,,
8/1/2008,1328.425,,,
8/2/2008,1117.795,,,
8/3/2008,1046.408,,,
8/4/2008,1349.001,,,
8/5/2008,1344.579,,,
8/6/2008,1334.72,,,
8/7/2008,1359.001,,,
8/8/2008,1327.802,,,
8/9/2008,1132.256,,,
8/10/2008,1047.261,,,
8/11/2008,1340.211,,,
8/12/2008,1385.901,,,
8/13/2008,1375.108,,,
8/14/2008,1359.224,,,
8/15/2008,1307.532,,,
8/16/2008,1126.097,,,
8/17/2008,1031.6,,,
8/18/2008,1337.886,,,
8/19/2008,1373.632,,,
8/20/2008,1371.919,,,
8/21/2008,1360.072,,,
8/22/2008,1352.729,,,
8/23/2008,1152.011,,,
8/24/2008,1043.285,,,
8/25/2008,1346.973,,,
8/26/2008,1372.02,,,
8/27/2008,1378.079,,,
8/28/2008,1397.458,,,
8/29/2008,1376.338,,,
8/30/2008,1133.253,,,
8/31/2008,1040.452,,,
9/1/2008,1386.419,,,
9/2/2008,1399.869,,,
9/3/2008,1409.421,,,
9/4/2008,1405.844,,,
9/5/2008,1369.44,,,
9/6/2008,1177.626,,,
9/7/2008,1073.273,,,
9/8/2008,1368.883,,,
9/9/2008,1385.615,,,
9/10/2008,1416.681,,,
9/11/2008,1406.622,,,
9/12/2008,1409.787,,,
9/13/2008,1177.786,,,
9/14/2008,1055.011,,,
9/15/2008,1395.105,,,
9/16/2008,1426.671,,,
9/17/2008,1429.348,,,
9/18/2008,1425.22,,,
9/19/2008,1396.562,,,
9/20/2008,1182.659,,,
9/21/2008,1098.646,,,
9/22/2008,1432.421,,,
9/23/2008,1471.072,,,
9/24/2008,1451.046,,,
9/25/2008,1455.36,,,
9/26/2008,1404.2,,,
9/27/2008,1182.677,,,
9/28/2008,1092.82,,,
9/29/2008,1415.974,,,
9/30/2008,1486.405,,,
10/1/2008,1519.184,,,
10/2/2008,1475.456,,,
10/3/2008,1145.489,,,
10/4/2008,1166.78,,,
10/5/2008,1170.868,,,
10/6/2008,1425.122,,,
10/7/2008,1441.127,,,
10/8/2008,1438.879,,,
10/9/2008,1440.893,,,
10/10/2008,1414.967,,,
10/11/2008,1217.037,,,
10/12/2008,1105.859,,,
10/13/2008,1426.102,,,
10/14/2008,1453.235,,,
10/15/2008,1472.339,,,
10/16/2008,1503.075,,,
10/17/2008,1467.77,,,
10/18/2008,1228.575,,,
10/19/2008,1146.579,,,
10/20/2008,1446.064,,,
10/21/2008,1494.947,,,
10/22/2008,1491.166,,,
10/23/2008,1479.125,,,
10/24/2008,1457.668,,,
10/25/2008,1232.862,,,
10/26/2008,1188.091,,,
10/27/2008,1471.108,,,
10/28/2008,1502.589,,,
10/29/2008,1501.806,,,
10/30/2008,1501.929,,,
10/31/2008,1408.747,,,
11/1/2008,1181.148,,,
11/2/2008,1126.57,,,
11/3/2008,1438.222,,,
11/4/2008,1460.009,,,
11/5/2008,1470.287,,,
11/6/2008,1473.127,,,
11/7/2008,1448.528,,,
11/8/2008,1244.168,,,
11/9/2008,1183.714,,,
11/10/2008,1519.742,,,
11/11/2008,1521.103,,,
11/12/2008,1503.844,,,
11/13/2008,1489.027,,,
11/14/2008,1485.666,,,
11/15/2008,1286.46,,,
11/16/2008,1202.267,,,
11/17/2008,1466.185,,,
11/18/2008,1533.402,,,
11/19/2008,1557.775,,,
11/20/2008,1587.9,,,
11/21/2008,1495.77,,,
11/22/2008,1306.652,,,
11/23/2008,1211.173,,,
11/24/2008,1499.246,,,
11/25/2008,1532.641,,,
11/26/2008,1553.878,,,
11/27/2008,1545.397,,,
11/28/2008,1484.277,,,
11/29/2008,1268.967,,,
11/30/2008,1178.042,,,
12/1/2008,1491.789,,,
12/2/2008,1538.111,,,
12/3/2008,1541.102,,,
12/4/2008,1535.108,,,
12/5/2008,1474,,,
12/6/2008,1254.08,,,
12/7/2008,1167.657,,,
12/8/2008,1486.874,,,
12/9/2008,1517.789,,,
12/10/2008,1513.498,,,
12/11/2008,1512.489,,,
12/12/2008,1469.565,,,
12/13/2008,1292.95,,,
12/14/2008,1182.781,,,
12/15/2008,1447.775,,,
12/16/2008,1469.645,,,
12/17/2008,1466.277,,,
12/18/2008,1424.95,,,
12/19/2008,1361.965,,,
12/20/2008,1258.028,,,
12/21/2008,1129.423,,,
12/22/2008,1299.522,,,
12/23/2008,1226.172,,,
12/24/2008,1086.798,,,
12/25/2008,1002.092,,,
12/26/2008,1006.087,,,
12/27/2008,1097.525,,,
12/28/2008,1047.014,,,
12/29/2008,1198.295,,,
12/30/2008,1199.765,,,
12/31/2008,1117.617,,,
1/1/2009,1018.975,,,
1/2/2009,1161.911,,,
1/3/2009,1178.078,,,
1/4/2009,1130.021,,,
1/5/2009,1333.041,,,
1/6/2009,1340.896,,,
1/7/2009,1472.995,,,
1/8/2009,1454.562,,,
1/9/2009,1453.077,,,
1/10/2009,1280.255,,,
1/11/2009,1228.367,,,
1/12/2009,1537.377,,,
1/13/2009,1538.894,,,
1/14/2009,1515.169,,,
1/15/2009,1480.042,,,
1/16/2009,1458.938,,,
1/17/2009,1264.181,,,
1/18/2009,1210.11,,,
1/19/2009,1485.709,,,
1/20/2009,1476.079,,,
1/21/2009,1461.161,,,
1/22/2009,1482.797,,,
1/23/2009,1486.699,,,
1/24/2009,1243.165,,,
1/25/2009,1121.128,,,
1/26/2009,1415.942,,,
1/27/2009,1464.606,,,
1/28/2009,1453.836,,,
1/29/2009,1439.424,,,
1/30/2009,1403.57,,,
1/31/2009,1238.919,,,
2/1/2009,1235.619,,,
2/2/2009,1532.456,,,
2/3/2009,1510.231,,,
2/4/2009,1503.451,,,
2/5/2009,1496.134,,,
2/6/2009,1438.485,,,
2/7/2009,1249.533,,,
2/8/2009,1170.835,,,
2/9/2009,1465.422,,,
2/10/2009,1521.007,,,
2/11/2009,1532.091,,,
2/12/2009,1487.231,,,
2/13/2009,1451.942,,,
2/14/2009,1257.399,,,
2/15/2009,1188.094,,,
2/16/2009,1467.767,,,
2/17/2009,1494.171,,,
2/18/2009,1493.244,,,
2/19/2009,1468.157,,,
2/20/2009,1431.137,,,
2/21/2009,1222.47,,,
2/22/2009,1164.115,,,
2/23/2009,1361.949,,,
2/24/2009,1369.316,,,
2/25/2009,1403.307,,,
2/26/2009,1469.486,,,
2/27/2009,1405.005,,,
2/28/2009,1190.291,,,
3/1/2009,1098.937,,,
3/2/2009,1413.017,,,
3/3/2009,1427.385,,,
3/4/2009,1423.119,,,
3/5/2009,1432.391,,,
3/6/2009,1401.981,,,
3/7/2009,1190.84,,,
3/8/2009,1114.724,,,
3/9/2009,1410.659,,,
3/10/2009,1442.865,,,
3/11/2009,1411.512,,,
3/12/2009,1421.815,,,
3/13/2009,1337.766,,,
3/14/2009,1118.664,,,
3/15/2009,1067.434,,,
3/16/2009,1330.62,,,
3/17/2009,1403.564,,,
3/18/2009,1367.561,,,
3/19/2009,1355.794,,,
3/20/2009,1302.11,,,
3/21/2009,1125.085,,,
3/22/2009,1130.425,,,
3/23/2009,1437.337,,,
3/24/2009,1420.783,,,
3/25/2009,1409.995,,,
3/26/2009,1387.61,,,
3/27/2009,1326.001,,,
3/28/2009,1150.563,,,
3/29/2009,1049.947,,,
3/30/2009,1332.565,,,
3/31/2009,1342.825,,,
4/1/2009,1324.322,,,
4/2/2009,1300.695,,,
4/3/2009,1234.903,,,
4/4/2009,1057.054,,,
4/5/2009,971.543,,,
4/6/2009,1240.109,,,
4/7/2009,1251.81,,,
4/8/2009,1257.346,,,
4/9/2009,1183.626,,,
4/10/2009,922.425,,,
4/11/2009,941.343,,,
4/12/2009,842.395,,,
4/13/2009,860.508,,,
4/14/2009,1157.526,,,
4/15/2009,1203.861,,,
4/16/2009,1251.391,,,
4/17/2009,1257.1,,,
4/18/2009,1078.327,,,
4/19/2009,944.848,,,
4/20/2009,1232.893,,,
4/21/2009,1260.746,,,
4/22/2009,1276.489,,,
4/23/2009,1280.617,,,
4/24/2009,1230.096,,,
4/25/2009,1054.01,,,
4/26/2009,967.429,,,
4/27/2009,1261.964,,,
4/28/2009,1314.078,,,
4/29/2009,1305.002,,,
4/30/2009,1245.735,,,
5/1/2009,910.081,,,
5/2/2009,964.497,,,
5/3/2009,934.002,,,
5/4/2009,1257.193,,,
5/5/2009,1324.692,,,
5/6/2009,1368.857,,,
5/7/2009,1279.065,,,
5/8/2009,1265.691,,,
5/9/2009,1047.747,,,
5/10/2009,945.299,,,
5/11/2009,1277.324,,,
5/12/2009,1305.039,,,
5/13/2009,1297.032,,,
5/14/2009,1308.301,,,
5/15/2009,1279.138,,,
5/16/2009,1052.319,,,
5/17/2009,952.148,,,
5/18/2009,1237.623,,,
5/19/2009,1241.564,,,
5/20/2009,1216.551,,,
5/21/2009,939.397,,,
5/22/2009,1069.708,,,
5/23/2009,986.871,,,
5/24/2009,932.701,,,
5/25/2009,1244.375,,,
5/26/2009,1303.405,,,
5/27/2009,1276.649,,,
5/28/2009,1301.166,,,
5/29/2009,1216.147,,,
5/30/2009,989.289,,,
5/31/2009,853.302,,,
6/1/2009,862.577,,,
6/2/2009,1201.522,,,
6/3/2009,1259.555,,,
6/4/2009,1267.093,,,
6/5/2009,1230.255,,,
6/6/2009,1068.386,,,
6/7/2009,958.92,,,
6/8/2009,1246.529,,,
6/9/2009,1277.12,,,
6/10/2009,1255.982,,,
6/11/2009,1095.474,,,
6/12/2009,1172.562,,,
6/13/2009,1034.662,,,
6/14/2009,931.702,,,
6/15/2009,1263.042,,,
6/16/2009,1264.813,,,
6/17/2009,1247.367,,,
6/18/2009,1279.025,,,
6/19/2009,1257.991,,,
6/20/2009,1032.422,,,
6/21/2009,935.766,,,
6/22/2009,1238.057,,,
6/23/2009,1292.95,,,
6/24/2009,1292.12,,,
6/25/2009,1268.12,,,
6/26/2009,1232.066,,,
6/27/2009,1049.105,,,
6/28/2009,944.52,,,
6/29/2009,1246.344,,,
6/30/2009,1287.658,,,
7/1/2009,1293.127,,,
7/2/2009,1289.24,,,
7/3/2009,1265.667,,,
7/4/2009,1038.845,,,
7/5/2009,932.981,,,
7/6/2009,1242.804,,,
7/7/2009,1256.866,,,
7/8/2009,1247.665,,,
7/9/2009,1245.298,,,
7/10/2009,1228.297,,,
7/11/2009,1017.366,,,
7/12/2009,939.9,,,
7/13/2009,1214.356,,,
7/14/2009,1258.647,,,
7/15/2009,1262.809,,,
7/16/2009,1239.984,,,
7/17/2009,1228.551,,,
7/18/2009,1032.839,,,
7/19/2009,915.973,,,
7/20/2009,1205.019,,,
7/21/2009,1212.442,,,
7/22/2009,1246.27,,,
7/23/2009,1258.875,,,
7/24/2009,1187.772,,,
7/25/2009,1005.921,,,
7/26/2009,890.208,,,
7/27/2009,1178.529,,,
7/28/2009,1197.376,,,
7/29/2009,1196.711,,,
7/30/2009,1217.832,,,
7/31/2009,1151.822,,,
8/1/2009,992.89,,,
8/2/2009,934.065,,,
8/3/2009,1183.942,,,
8/4/2009,1186.975,,,
8/5/2009,1187.343,,,
8/6/2009,1203.712,,,
8/7/2009,1185.31,,,
8/8/2009,1028.781,,,
8/9/2009,948.65,,,
8/10/2009,1239.315,,,
8/11/2009,1247.121,,,
8/12/2009,1243.789,,,
8/13/2009,1245.733,,,
8/14/2009,1189.828,,,
8/15/2009,1011.462,,,
8/16/2009,943.434,,,
8/17/2009,1231.747,,,
8/18/2009,1252.744,,,
8/19/2009,1261.043,,,
8/20/2009,1287.016,,,
8/21/2009,1257.76,,,
8/22/2009,1036.386,,,
8/23/2009,927.957,,,
8/24/2009,1251.057,,,
8/25/2009,1290.746,,,
8/26/2009,1284.681,,,
8/27/2009,1281.057,,,
8/28/2009,1262.891,,,
8/29/2009,1052.374,,,
8/30/2009,949.777,,,
8/31/2009,1239.968,,,
9/1/2009,1324.961,,,
9/2/2009,1325.802,,,
9/3/2009,1345.627,,,
9/4/2009,1317.175,,,
9/5/2009,1120.168,,,
9/6/2009,986.187,,,
9/7/2009,1271.387,,,
9/8/2009,1312.59,,,
9/9/2009,1314.291,,,
9/10/2009,1324.941,,,
9/11/2009,1290.365,,,
9/12/2009,1081.752,,,
9/13/2009,1006.416,,,
9/14/2009,1337.39,,,
9/15/2009,1351.629,,,
9/16/2009,1342.738,,,
9/17/2009,1348.055,,,
9/18/2009,1305.441,,,
9/19/2009,1093.832,,,
9/20/2009,997.675,,,
9/21/2009,1304.28,,,
9/22/2009,1337.094,,,
9/23/2009,1344.884,,,
9/24/2009,1335.881,,,
9/25/2009,1289.55,,,
9/26/2009,1080.103,,,
9/27/2009,986.645,,,
9/28/2009,1325.561,,,
9/29/2009,1361.148,,,
9/30/2009,1354.011,,,
10/1/2009,1382.881,,,
10/2/2009,1324.85,,,
10/3/2009,1121.906,,,
10/4/2009,1107.416,,,
10/5/2009,1344.111,,,
10/6/2009,1375.294,,,
10/7/2009,1383.193,,,
10/8/2009,1372.3,,,
10/9/2009,1335.298,,,
10/10/2009,1161.828,,,
10/11/2009,1069.558,,,
10/12/2009,1373.407,,,
10/13/2009,1388.214,,,
10/14/2009,1424.481,,,
10/15/2009,1428.341,,,
10/16/2009,1413.028,,,
10/17/2009,1192.004,,,
10/18/2009,1083.23,,,
10/19/2009,1375.593,,,
10/20/2009,1405.648,,,
10/21/2009,1423.389,,,
10/22/2009,1436.193,,,
10/23/2009,1388.937,,,
10/24/2009,1183.317,,,
10/25/2009,1090.388,,,
10/26/2009,1392.297,,,
10/27/2009,1405.611,,,
10/28/2009,1401.949,,,
10/29/2009,1400.883,,,
10/30/2009,1352.657,,,
10/31/2009,1161.853,,,
11/1/2009,1103.823,,,
11/2/2009,1413.479,,,
11/3/2009,1430.793,,,
11/4/2009,1451.736,,,
11/5/2009,1433.613,,,
11/6/2009,1401.922,,,
11/7/2009,1221.05,,,
11/8/2009,1108.823,,,
11/9/2009,1447.979,,,
11/10/2009,1456.987,,,
11/11/2009,1452.366,,,
11/12/2009,1459.223,,,
11/13/2009,1406.469,,,
11/14/2009,1220.361,,,
11/15/2009,1110.283,,,
11/16/2009,1428.714,,,
11/17/2009,1445.468,,,
11/18/2009,1495.972,,,
11/19/2009,1465.311,,,
11/20/2009,1433.207,,,
11/21/2009,1201.544,,,
11/22/2009,1140.583,,,
11/23/2009,1498.724,,,
11/24/2009,1513.686,,,
11/25/2009,1476.421,,,
11/26/2009,1490.984,,,
11/27/2009,1459.123,,,
11/28/2009,1257.624,,,
11/29/2009,1152.014,,,
11/30/2009,1446.871,,,
12/1/2009,1493.887,,,
12/2/2009,1488.901,,,
12/3/2009,1491.403,,,
12/4/2009,1464.589,,,
12/5/2009,1268.074,,,
12/6/2009,1156.702,,,
12/7/2009,1455.825,,,
12/8/2009,1481.535,,,
12/9/2009,1483.992,,,
12/10/2009,1489.374,,,
12/11/2009,1461.257,,,
12/12/2009,1254.666,,,
12/13/2009,1162.139,,,
12/14/2009,1484.333,,,
12/15/2009,1507.038,,,
12/16/2009,1503.558,,,
12/17/2009,1508.703,,,
12/18/2009,1475.024,,,
12/19/2009,1321.729,,,
12/20/2009,1249.403,,,
12/21/2009,1433.996,,,
12/22/2009,1396.681,,,
12/23/2009,1322.786,,,
12/24/2009,1125.067,,,
12/25/2009,1105.464,,,
12/26/2009,1100.908,,,
12/27/2009,1072.47,,,
12/28/2009,1211.791,,,
12/29/2009,1207.905,,,
12/30/2009,1192.196,,,
12/31/2009,1106.467,,,
1/1/2010,1057.372,48.709,,
1/2/2010,1161.042,24.628,,
1/3/2010,1132.069,22.963,,
1/4/2010,1346.25,59.318,,
1/5/2010,1457.374,41.624,,
1/6/2010,1434.055,14.132,,
1/7/2010,1493.432,9.381,,
1/8/2010,1489.44,105.563,,
1/9/2010,1380.071,328.109,,
1/10/2010,1240.762,174.987,,
1/11/2010,1493.487,62.817,,
1/12/2010,1555.338,60.39,,
1/13/2010,1581.387,206.69,,
1/14/2010,1523.656,87.929,,
1/15/2010,1496.913,25.277,,
1/16/2010,1326.306,125.358,,
1/17/2010,1202.899,120.647,,
1/18/2010,1438.143,51.571,,
1/19/2010,1486.586,27.621,,
1/20/2010,1491.812,59.156,,
1/21/2010,1498.586,42.421,,
1/22/2010,1469.011,58.501,,
1/23/2010,1295.687,81.398,,
1/24/2010,1181.073,101.175,,
1/25/2010,1439.729,61.896,,
1/26/2010,1524.658,77.899,,
1/27/2010,1599.297,253.396,,
1/28/2010,1585.269,306.149,,
1/29/2010,1493.02,145.473,,
1/30/2010,1322.933,189.627,,
1/31/2010,1203.635,174.109,,
2/1/2010,1536.453,151.409,,
2/2/2010,1607.625,316.688,,
2/3/2010,1585.581,225.569,,
2/4/2010,1521.671,82.257,,
2/5/2010,1509.085,141.031,,
2/6/2010,1287.804,60.323,,
2/7/2010,1183.454,21.54,,
2/8/2010,1516.012,32,,
2/9/2010,1556.84,24.739,,
2/10/2010,1574.033,69.237,,
2/11/2010,1587.07,174.663,,
2/12/2010,1549.427,116.934,,
2/13/2010,1325.604,29.575,,
2/14/2010,1219.48,5.757,,
2/15/2010,1469.206,20.477,,
2/16/2010,1506.406,58.101,,
2/17/2010,1540.426,79.292,,
2/18/2010,1528.545,76.445,,
2/19/2010,1507.016,119.992,,
2/20/2010,1314.419,204.73,,
2/21/2010,1189.077,86.668,,
2/22/2010,1495.546,158.375,,
2/23/2010,1522.166,125.724,,
2/24/2010,1488.661,94.551,,
2/25/2010,1483.032,185.658,,
2/26/2010,1453.283,197.275,,
2/27/2010,1269.794,259.294,,
2/28/2010,1197.315,280.245,,
3/1/2010,1527.393,360.175,,
3/2/2010,1572.645,173.744,,
3/3/2010,1542.488,117.502,,
3/4/2010,1548.184,78.802,,
3/5/2010,1509.53,101.331,,
3/6/2010,1310.888,184.879,,
3/7/2010,1216.408,62.874,,
3/8/2010,1535.176,29.427,,
3/9/2010,1566.804,44.025,,
3/10/2010,1548.419,82.97,,
3/11/2010,1580.812,39.17,,
3/12/2010,1502.92,159.207,,
3/13/2010,1258.107,300.113,,
3/14/2010,1154.161,339.657,,
3/15/2010,1469.79,176.89,,
3/16/2010,1496.719,91.208,,
3/17/2010,1462.767,116.892,,
3/18/2010,1422.068,104.092,,
3/19/2010,1366.92,185.894,,
3/20/2010,1174.017,213.24,,
3/21/2010,1069.442,169.965,,
3/22/2010,1395.422,36.319,,
3/23/2010,1382.854,88.035,,
3/24/2010,1364.189,101.138,,
3/25/2010,1366.607,94.41,,
3/26/2010,1346.088,113.677,,
3/27/2010,1135.454,155.834,,
3/28/2010,1046.216,167.891,,
3/29/2010,1351.473,69.68,,
3/30/2010,1329.161,137.348,,
3/31/2010,1346.7,199.432,,
4/1/2010,1400.846,234.27,,
4/2/2010,1062.765,115.671,,
4/3/2010,1095.721,115.535,,
4/4/2010,1003.789,118.925,,
4/5/2010,1027.339,87.918,,
4/6/2010,1314.056,72.78,,
4/7/2010,1341.659,110.826,,
4/8/2010,1371.16,61.273,,
4/9/2010,1363.007,86.467,,
4/10/2010,1162.222,90.441,,
4/11/2010,1093.656,112.604,,
4/12/2010,1405.802,133.431,,
4/13/2010,1407.375,62.504,,
4/14/2010,1411.028,96.271,,
4/15/2010,1395.721,58.945,,
4/16/2010,1369.764,127.874,,
4/17/2010,1130.565,76.841,,
4/18/2010,1022.696,34.898,,
4/19/2010,1314.785,41.258,,
4/20/2010,1357.79,138.871,,
4/21/2010,1392.549,235.369,,
4/22/2010,1348.732,70.102,,
4/23/2010,1293.38,30.826,,
4/24/2010,1085.058,35.215,,
4/25/2010,1005.093,90.996,,
4/26/2010,1347.326,96.016,,
4/27/2010,1344.457,74.429,,
4/28/2010,1326.288,28.209,,
4/29/2010,1322.962,66.579,,
4/30/2010,1327.573,196.658,,
5/1/2010,1003.133,71.799,,
5/2/2010,1025.534,38.272,,
5/3/2010,1357.76,42.253,,
5/4/2010,1380.307,97.348,,
5/5/2010,1377.111,94.939,,
5/6/2010,1457.839,198.704,,
5/7/2010,1378.971,66.482,,
5/8/2010,1143.806,9.702,,
5/9/2010,1038.169,12.997,,
5/10/2010,1368.266,17.823,,
5/11/2010,1381.515,65.781,,
5/12/2010,1388.153,94.157,,
5/13/2010,1075.688,16.085,,
5/14/2010,1235.5,25.697,,
5/15/2010,1166.953,150.158,,
5/16/2010,1081.379,221.294,,
5/17/2010,1349.053,87.699,,
5/18/2010,1389.235,157.262,,
5/19/2010,1419.685,176.24,,
5/20/2010,1387.039,59.552,,
5/21/2010,1317.83,40.875,,
5/22/2010,1076.471,30.278,,
5/23/2010,944.937,65.011,,
5/24/2010,972.08,128.338,,
5/25/2010,1300.642,139.218,,
5/26/2010,1354.294,34.537,,
5/27/2010,1350.656,18.383,,
5/28/2010,1308.454,60.512,,
5/29/2010,1093.815,43.969,,
5/30/2010,1034.115,104.611,,
5/31/2010,1350.434,132.364,,
6/1/2010,1337.078,86.738,,
6/2/2010,1343.587,110.596,,
6/3/2010,1139.352,115.989,,
6/4/2010,1193.694,29.666,,
6/5/2010,1060.277,10.426,,
6/6/2010,999.883,35.877,,
6/7/2010,1330.382,153.549,,
6/8/2010,1340.937,35.592,,
6/9/2010,1353.64,30.893,,
6/10/2010,1369.273,27.996,,
6/11/2010,1359.522,174.447,,
6/12/2010,1138.5,114.566,,
6/13/2010,1023.968,53.094,,
6/14/2010,1295.099,20.767,,
6/15/2010,1310.23,63.753,,
6/16/2010,1320.143,89.998,,
6/17/2010,1342.281,64.791,,
6/18/2010,1310.582,126.183,,
6/19/2010,1125.19,123.394,,
6/20/2010,1023.359,54.726,,
6/21/2010,1310.216,32.632,,
6/22/2010,1319.276,16.532,,
6/23/2010,1307.482,6.301,,
6/24/2010,1316.54,13.608,,
6/25/2010,1308.492,30.761,,
6/26/2010,1104.93,24.262,,
6/27/2010,1005.694,25.374,,
6/28/2010,1327.922,19.296,,
6/29/2010,1361.925,22.959,,
6/30/2010,1358.699,23.889,,
7/1/2010,1363.287,19.024,,
7/2/2010,1357.976,36.087,,
7/3/2010,1148.143,51.046,,
7/4/2010,1051.176,28.604,,
7/5/2010,1343.797,39.581,,
7/6/2010,1350.172,79.792,,
7/7/2010,1329.224,17.365,,
7/8/2010,1353.055,22.421,,
7/9/2010,1359.894,27.77,,
7/10/2010,1154.16,30.587,,
7/11/2010,1072.726,41.285,,
7/12/2010,1378.439,60.329,,
7/13/2010,1370.114,34.162,,
7/14/2010,1385.916,79.821,,
7/15/2010,1369.997,120.383,,
7/16/2010,1317.36,63.604,,
7/17/2010,1120.184,61.012,,
7/18/2010,978.316,29.608,,
7/19/2010,1286.726,20.111,,
7/20/2010,1334.034,51.409,,
7/21/2010,1356.766,47.851,,
7/22/2010,1367.158,32.719,,
7/23/2010,1316.842,24.57,,
7/24/2010,1139.112,171.214,,
7/25/2010,1004.892,83.141,,
7/26/2010,1293.006,16.574,,
7/27/2010,1302.398,15.684,,
7/28/2010,1326.523,60.916,,
7/29/2010,1310.573,80.818,,
7/30/2010,1254.666,63.859,,
7/31/2010,1070.859,70.059,,
8/1/2010,985.373,37.345,,
8/2/2010,1273.612,14.921,,
8/3/2010,1276.331,28.351,,
8/4/2010,1279.071,60.745,,
8/5/2010,1286.819,29.923,,
8/6/2010,1271.639,36.761,,
8/7/2010,1073.063,42.859,,
8/8/2010,1008.784,24.255,,
8/9/2010,1279.168,17.393,,
8/10/2010,1298.341,46.032,,
8/11/2010,1322.18,47.972,,
8/12/2010,1323.868,17.179,,
8/13/2010,1278.425,17.325,,
8/14/2010,1097.85,39.8,,
8/15/2010,1032.592,81.434,,
8/16/2010,1314.507,39.579,,
8/17/2010,1365.176,121.486,,
8/18/2010,1362.255,156.345,,
8/19/2010,1324.15,102.351,,
8/20/2010,1299.964,44.344,,
8/21/2010,1113.113,68.669,,
8/22/2010,1050.307,76.497,,
8/23/2010,1383.504,166.75,,
8/24/2010,1380.643,273.235,,
8/25/2010,1364.467,190.444,,
8/26/2010,1360.084,53.691,,
8/27/2010,1360.238,114.697,,
8/28/2010,1134.577,110.773,,
8/29/2010,1051.797,129.117,,
8/30/2010,1328.642,114.569,,
8/31/2010,1340.262,85.661,,
9/1/2010,1361.163,45.232,,
9/2/2010,1362.512,35.001,,
9/3/2010,1352.272,12.395,,
9/4/2010,1146.773,23.685,,
9/5/2010,1037.348,47.667,,
9/6/2010,1326.903,110.041,,
9/7/2010,1415.65,186.529,,
9/8/2010,1446.078,201.278,,
9/9/2010,1418.822,50.848,,
9/10/2010,1372.188,57.094,,
9/11/2010,1138.029,48.512,,
9/12/2010,1060.951,34.432,,
9/13/2010,1382.423,64.037,,
9/14/2010,1426.966,230.867,,
9/15/2010,1440.877,275.367,,
9/16/2010,1426.917,209.13,,
9/17/2010,1393.312,186.092,,
9/18/2010,1188.621,147.16,,
9/19/2010,1059.551,118.992,,
9/20/2010,1373.955,141.235,,
9/21/2010,1404.236,56.456,,
9/22/2010,1396.958,36.413,,
9/23/2010,1394.067,58.341,,
9/24/2010,1383.504,52.009,,
9/25/2010,1173.425,53.604,,
9/26/2010,1077.891,58.188,,
9/27/2010,1441.433,154.113,,
9/28/2010,1475.471,66.518,,
9/29/2010,1419.43,31.469,,
9/30/2010,1422.38,53.276,,
10/1/2010,1400.481,73.272,,
10/2/2010,1207.986,126.378,,
10/3/2010,1087.575,199.629,,
10/4/2010,1387.41,159.474,,
10/5/2010,1422.973,92.24,,
10/6/2010,1412.552,86.339,,
10/7/2010,1420.114,35.371,,
10/8/2010,1412.619,93.29,,
10/9/2010,1185.625,128.906,,
10/10/2010,1072.749,87.703,,
10/11/2010,1376.504,49.053,,
10/12/2010,1421.409,13.27,,
10/13/2010,1431.431,15.476,,
10/14/2010,1446.613,57.732,,
10/15/2010,1431.414,26.143,,
10/16/2010,1238.037,138.745,,
10/17/2010,1136.901,46.751,,
10/18/2010,1424.016,79.97,,
10/19/2010,1470.059,150.224,,
10/20/2010,1493.732,203.323,,
10/21/2010,1512.96,295.837,,
10/22/2010,1484.337,224.309,,
10/23/2010,1250.925,216.222,,
10/24/2010,1212.523,291.469,,
10/25/2010,1460.396,129.204,,
10/26/2010,1475.015,72.472,,
10/27/2010,1480.974,167.182,,
10/28/2010,1471.12,149.142,,
10/29/2010,1434.233,136.641,,
10/30/2010,1235.68,127.234,,
10/31/2010,1118.753,35.642,,
11/1/2010,1213.349,12.577,,
11/2/2010,1460.858,115.734,,
11/3/2010,1482.434,296.075,,
11/4/2010,1513.322,347.554,,
11/5/2010,1498.494,315.278,,
11/6/2010,1255.457,127.027,,
11/7/2010,1151.835,28.397,,
11/8/2010,1460.779,76.257,,
11/9/2010,1490.641,36.936,,
11/10/2010,1499.223,50.78,,
11/11/2010,1504.188,291.042,,
11/12/2010,1520.523,447.685,,
11/13/2010,1256.934,222.365,,
11/14/2010,1133.64,194.336,,
11/15/2010,1454.903,87.783,,
11/16/2010,1522.929,74.314,,
11/17/2010,1520.737,73.763,,
11/18/2010,1524.217,29.2,,
11/19/2010,1496.896,27.217,,
11/20/2010,1290.092,14.932,,
11/21/2010,1172.968,57.916,,
11/22/2010,1530.921,132.586,,
11/23/2010,1594.259,218.799,,
11/24/2010,1582.969,119.065,,
11/25/2010,1571.194,24.319,,
11/26/2010,1549.409,10.233,,
11/27/2010,1351.143,11.905,,
11/28/2010,1262.721,46.683,,
11/29/2010,1616.449,152.158,,
11/30/2010,1622.161,139.769,,
12/1/2010,1709.568,336.859,,
12/2/2010,1664.896,91.778,,
12/3/2010,1632.359,66.431,,
12/4/2010,1434.737,219.48,,
